package_id,record_type,upstream_step_id,step_id,domain,question_id,scenario_id,evidence_role,inclusion_status,seed,friction,forecaster_id,interface_id,forecast_metric,target_metric,executed_metric,target_executed_gap,flip_count,flip_rate,kendall_tau_b,spearman_rho,source_file,is_locked_source
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,28,0.25,noisy_overreactive,tempered,-0.1953106960139761,-0.2155326456722103,-0.0514449319588859,-0.1640877137133243,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,29,0.25,noisy_overreactive,responsive,-0.1196051346363458,-0.2212605750217295,-0.2212605750217295,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,29,0.25,noisy_overreactive,tempered,-0.1196051346363458,-0.2212605750217295,-0.0298970306181165,-0.1913635444036129,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,30,0.25,noisy_overreactive,responsive,-0.1091540141461843,-0.2044281318740649,-0.2044281318740649,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,30,0.25,noisy_overreactive,tempered,-0.1091540141461843,-0.2044281318740649,-0.0304694375450682,-0.1739586943289967,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,31,0.25,noisy_overreactive,responsive,-0.0940231156905888,-0.1822035861973435,-0.1822035861973435,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,31,0.25,noisy_overreactive,tempered,-0.0940231156905888,-0.1822035861973435,-0.0270998988953472,-0.1551036873019962,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,32,0.25,noisy_overreactive,responsive,-0.1285811765679575,-0.2056949726618245,-0.2056949726618245,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,32,0.25,noisy_overreactive,tempered,-0.1285811765679575,-0.2056949726618245,-0.0279266344598394,-0.177768338201985,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,33,0.25,noisy_overreactive,responsive,-0.1249646554987744,-0.2070161960100431,-0.2070161960100431,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,33,0.25,noisy_overreactive,tempered,-0.1249646554987744,-0.2070161960100431,-0.0315524567565065,-0.1754637392535365,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,34,0.25,noisy_overreactive,responsive,-0.1636315822080524,-0.2024768869196085,-0.2024768869196085,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,34,0.25,noisy_overreactive,tempered,-0.1636315822080524,-0.2024768869196085,-0.0415845723979213,-0.1608923145216872,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,35,0.25,noisy_overreactive,responsive,-0.1859013100750309,-0.2329771032682699,-0.2329771032682699,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
